,months,year,state,brand,customers,value,age_group,gender,vip_band
10633,Nov,19,NSW,Orange,357,678110,18-24,M,Group D
10634,Nov,19,NSW,Orange,168,566397,18-24,M,Group E
10635,Nov,19,NSW,Orange,3861,456258,25-34,F,Group A
10636,Nov,19,NSW,Orange,504,317994,25-34,F,Group B
10637,Nov,19,NSW,Orange,251,413201,25-34,F,Group C
10638,Nov,19,NSW,Orange,111,392024,25-34,F,Group D
10639,Nov,19,NSW,Orange,140,1484736,25-34,F,Group E
10640,Nov,19,NSW,Orange,7117,995807,25-34,M,Group A
10641,Nov,19,NSW,Orange,2022,1248614,25-34,M,Group B
10642,Nov,19,NSW,Orange,1326,1266722,25-34,M,Group C
10643,Nov,19,NSW,Orange,1200,2257513,25-34,M,Group D
10644,Nov,19,NSW,Orange,1011,5497742,25-34,M,Group E
10645,Nov,19,NSW,Orange,1110,171399,35-44,F,Group A
10646,Nov,19,NSW,Orange,201,52195,35-44,F,Group B
10647,Nov,19,NSW,Orange,102,13468,35-44,F,Group C
10648,Nov,19,NSW,Orange,102,1159889,35-44,F,Group E
10649,Nov,19,NSW,Orange,1899,348849,35-44,M,Group A
10650,Nov,19,NSW,Orange,563,327985,35-44,M,Group B
10651,Nov,19,NSW,Orange,353,429146,35-44,M,Group C
10652,Nov,19,NSW,Orange,211,270195,35-44,M,Group D
10653,Nov,19,NSW,Orange,282,1026854,35-44,M,Group E
10654,Nov,19,NSW,Orange,1617,219385,45-54,F,Group A
10655,Nov,19,NSW,Orange,102,26939,45-54,F,Group B
10656,Nov,19,NSW,Orange,102,209955,45-54,F,Group D
10657,Nov,19,NSW,Orange,102,937812,45-54,F,Group E
10658,Nov,19,NSW,Orange,2884,311339,45-54,M,Group A
10659,Nov,19,NSW,Orange,563,335721,45-54,M,Group B
10660,Nov,19,NSW,Orange,492,665931,45-54,M,Group C
10661,Nov,19,NSW,Orange,282,609548,45-54,M,Group D
10662,Nov,19,NSW,Orange,71,88268,45-54,M,Group E
10663,Nov,19,NSW,Orange,215,31201,55-64,F,Group A
10664,Nov,19,NSW,Orange,71,501597,55-64,F,Group E
10665,Nov,19,NSW,Orange,1686,286845,55-64,M,Group A
10666,Nov,19,NSW,Orange,421,203504,55-64,M,Group B
10667,Nov,19,NSW,Orange,168,577202,55-64,M,Group D
10668,Nov,19,NSW,Orange,168,11728021,55-64,M,Group E
10669,Nov,19,NSW,Orange,5040,652915,65+,F,Group A
10670,Nov,19,NSW,Orange,1153,596035,65+,F,Group B
10671,Nov,19,NSW,Orange,431,282118,65+,F,Group C
10672,Nov,19,NSW,Orange,289,470877,65+,F,Group D
10673,Nov,19,NSW,Orange,215,898553,65+,F,Group E
10674,Nov,19,NSW,Orange,8348,1047453,65+,M,Group A
10675,Nov,19,NSW,Orange,1686,863907,65+,M,Group B
10676,Nov,19,NSW,Orange,1264,1014004,65+,M,Group C
10677,Nov,19,NSW,Orange,589,807971,65+,M,Group D
10678,Nov,19,NSW,Orange,1011,18476947,65+,M,Group E
10679,Nov,19,NSW,Pear,1903,234262,18-24,F,Group A
10680,Nov,19,NSW,Pear,336,232304,18-24,F,Group B
10681,Nov,19,NSW,Pear,336,251102,18-24,F,Group C
10682,Nov,19,NSW,Pear,111,95067,18-24,F,Group D
10683,Nov,19,NSW,Pear,57,473936,18-24,F,Group E
10684,Nov,19,NSW,Pear,2126,301590,18-24,M,Group A
10685,Nov,19,NSW,Pear,632,318048,18-24,M,Group B
10686,Nov,19,NSW,Pear,589,597493,18-24,M,Group C
10687,Nov,19,NSW,Pear,315,506943,18-24,M,Group D
10688,Nov,19,NSW,Pear,189,1766117,18-24,M,Group E
10689,Nov,19,NSW,Pear,3246,461994,25-34,F,Group A
10690,Nov,19,NSW,Pear,672,455697,25-34,F,Group B
10691,Nov,19,NSW,Pear,336,343091,25-34,F,Group C
10692,Nov,19,NSW,Pear,111,212013,25-34,F,Group D
10693,Nov,19,NSW,Pear,111,303813,25-34,F,Group E
10694,Nov,19,NSW,Pear,7055,1068529,25-34,M,Group A
10695,Nov,19,NSW,Pear,2147,1120823,25-34,M,Group B
10696,Nov,19,NSW,Pear,1536,1984702,25-34,M,Group C
10697,Nov,19,NSW,Pear,1432,2877151,25-34,M,Group D
10698,Nov,19,NSW,Pear,968,8077830,25-34,M,Group E
10699,Nov,19,NSW,Pear,1818,215007,35-44,F,Group A
10700,Nov,19,NSW,Pear,102,123413,35-44,F,Group B
10701,Nov,19,NSW,Pear,102,12628,35-44,F,Group C
10702,Nov,19,NSW,Pear,303,505106,35-44,F,Group D
10703,Nov,19,NSW,Pear,1759,376865,35-44,M,Group A
10704,Nov,19,NSW,Pear,703,367722,35-44,M,Group B
10705,Nov,19,NSW,Pear,282,202207,35-44,M,Group C
10706,Nov,19,NSW,Pear,71,8793,35-44,M,Group D
10707,Nov,19,NSW,Pear,353,2360126,35-44,M,Group E
10708,Nov,19,NSW,Pear,909,87551,45-54,F,Group A
10709,Nov,19,NSW,Pear,102,42091,45-54,F,Group D
10710,Nov,19,NSW,Pear,2109,386712,45-54,M,Group A
10711,Nov,19,NSW,Pear,703,423518,45-54,M,Group B
10712,Nov,19,NSW,Pear,492,478261,45-54,M,Group C
10713,Nov,19,NSW,Pear,211,306180,45-54,M,Group D
10714,Nov,19,NSW,Pear,211,968011,45-54,M,Group E
10715,Nov,19,NSW,Pear,144,4799,55-64,F,Group A
10716,Nov,19,NSW,Pear,1603,177644,55-64,M,Group A
10717,Nov,19,NSW,Pear,507,164995,55-64,M,Group B
10718,Nov,19,NSW,Pear,253,401667,55-64,M,Group C
10719,Nov,19,NSW,Pear,85,63244,55-64,M,Group D
10720,Nov,19,NSW,Pear,168,765246,55-64,M,Group E
10721,Nov,19,NSW,Pear,7273,850673,65+,F,Group A
10722,Nov,19,NSW,Pear,1368,802434,65+,F,Group B
10723,Nov,19,NSW,Pear,793,1149110,65+,F,Group C
10724,Nov,19,NSW,Pear,289,1160750,65+,F,Group D
10725,Nov,19,NSW,Pear,71,667196,65+,F,Group E
10726,Nov,19,NSW,Pear,7673,1008523,65+,M,Group A
10727,Nov,19,NSW,Pear,2614,1291012,65+,M,Group B
10728,Nov,19,NSW,Pear,1518,1436613,65+,M,Group C
10729,Nov,19,NSW,Pear,675,932350,65+,M,Group D
10730,Nov,19,NSW,Pear,843,5179646,65+,M,Group E
10731,Nov,19,NSW,Banana,840,65399,18-24,F,Group A
10732,Nov,19,NSW,Banana,140,75848,18-24,F,Group B
10733,Nov,19,NSW,Banana,279,310484,18-24,F,Group C
10734,Nov,19,NSW,Banana,83,131266,18-24,F,Group D
10735,Nov,19,NSW,Banana,83,23324,18-24,F,Group E
10736,Nov,19,NSW,Banana,758,115188,18-24,M,Group A
10737,Nov,19,NSW,Banana,232,87638,18-24,M,Group B
10738,Nov,19,NSW,Banana,315,298219,18-24,M,Group C
10739,Nov,19,NSW,Banana,147,232834,18-24,M,Group D
10740,Nov,19,NSW,Banana,211,681585,18-24,M,Group E
10741,Nov,19,NSW,Banana,1652,223440,25-34,F,Group A
10742,Nov,19,NSW,Banana,476,219056,25-34,F,Group B
10743,Nov,19,NSW,Banana,225,258052,25-34,F,Group C
10744,Nov,19,NSW,Banana,111,222507,25-34,F,Group D
10745,Nov,19,NSW,Banana,111,166484,25-34,F,Group E
10746,Nov,19,NSW,Banana,2315,346619,25-34,M,Group A
10747,Nov,19,NSW,Banana,1411,718962,25-34,M,Group B
10748,Nov,19,NSW,Banana,864,774979,25-34,M,Group C
10749,Nov,19,NSW,Banana,904,1771700,25-34,M,Group D
10750,Nov,19,NSW,Banana,547,2645089,25-34,M,Group E
10751,Nov,19,NSW,Banana,405,40914,35-44,F,Group A
10752,Nov,19,NSW,Banana,102,33675,35-44,F,Group C
10753,Nov,19,NSW,Banana,774,45600,35-44,M,Group A
10754,Nov,19,NSW,Banana,140,5275,35-44,M,Group B
10755,Nov,19,NSW,Banana,211,37510,35-44,M,Group C
10756,Nov,19,NSW,Banana,71,632877,35-44,M,Group E
10757,Nov,19,NSW,Banana,303,73240,45-54,F,Group A
10758,Nov,19,NSW,Banana,102,305925,45-54,F,Group D
10759,Nov,19,NSW,Banana,632,97177,45-54,M,Group A
10760,Nov,19,NSW,Banana,353,138555,45-54,M,Group B
10761,Nov,19,NSW,Banana,140,15824,45-54,M,Group C
10762,Nov,19,NSW,Banana,211,228464,45-54,M,Group D
10763,Nov,19,NSW,Banana,140,1349214,45-54,M,Group E
10764,Nov,19,NSW,Banana,336,34714,55-64,M,Group A
10765,Nov,19,NSW,Banana,336,81514,55-64,M,Group B
10766,Nov,19,NSW,Banana,85,35135,55-64,M,Group C
10767,Nov,19,NSW,Banana,85,445235,55-64,M,Group D
10768,Nov,19,NSW,Banana,85,628220,55-64,M,Group E
10769,Nov,19,NSW,Banana,1513,218279,65+,F,Group A
10770,Nov,19,NSW,Banana,935,311398,65+,F,Group B
10771,Nov,19,NSW,Banana,144,77039,65+,F,Group C
10772,Nov,19,NSW,Banana,215,406196,65+,F,Group D
10773,Nov,19,NSW,Banana,71,280796,65+,F,Group E
10774,Nov,19,NSW,Banana,2446,314391,65+,M,Group A
10775,Nov,19,NSW,Banana,1011,266606,65+,M,Group B
10776,Nov,19,NSW,Banana,589,371872,65+,M,Group C
10777,Nov,19,NSW,Banana,507,1159747,65+,M,Group D
10778,Nov,19,NSW,Banana,589,609245,65+,M,Group E
10779,Nov,19,NSW,Strawberry,140,28315,18-24,F,Group A
10780,Nov,19,NSW,Strawberry,57,5365,18-24,F,Group B
10781,Nov,19,NSW,Strawberry,57,59383,18-24,F,Group C
10782,Nov,19,NSW,Strawberry,28,22252,18-24,F,Group D
10783,Nov,19,NSW,Strawberry,315,53874,18-24,M,Group A
10784,Nov,19,NSW,Strawberry,189,48012,18-24,M,Group B
10785,Nov,19,NSW,Strawberry,168,140283,18-24,M,Group C
10786,Nov,19,NSW,Strawberry,189,158570,18-24,M,Group D
10787,Nov,19,NSW,Strawberry,85,264317,18-24,M,Group E
10788,Nov,19,NSW,Strawberry,168,20012,25-34,F,Group A
10789,Nov,19,NSW,Strawberry,111,26170,25-34,F,Group B
10790,Nov,19,NSW,Strawberry,57,2566,25-34,F,Group C
10791,Nov,19,NSW,Strawberry,57,31487,25-34,F,Group D
10792,Nov,19,NSW,Strawberry,28,413949,25-34,F,Group E
10793,Nov,19,NSW,Strawberry,990,112099,25-34,M,Group A
10794,Nov,19,NSW,Strawberry,568,242344,25-34,M,Group B
10795,Nov,19,NSW,Strawberry,547,401125,25-34,M,Group C
10796,Nov,19,NSW,Strawberry,504,592964,25-34,M,Group D
10797,Nov,19,NSW,Strawberry,379,1710771,25-34,M,Group E
10798,Nov,19,NSW,Strawberry,201,7576,35-44,F,Group A
10799,Nov,19,NSW,Strawberry,102,31989,35-44,F,Group B
10800,Nov,19,NSW,Strawberry,102,78292,35-44,F,Group D
10801,Nov,19,NSW,Strawberry,282,56502,35-44,M,Group A
10802,Nov,19,NSW,Strawberry,71,75725,35-44,M,Group B
10803,Nov,19,NSW,Strawberry,140,12424,35-44,M,Group C
10804,Nov,19,NSW,Strawberry,282,1064717,35-44,M,Group E
10805,Nov,19,NSW,Strawberry,102,4209,45-54,F,Group A
10806,Nov,19,NSW,Strawberry,201,543155,45-54,F,Group D
10807,Nov,19,NSW,Strawberry,282,88268,45-54,M,Group A
10808,Nov,19,NSW,Strawberry,140,15824,45-54,M,Group B
10809,Nov,19,NSW,Strawberry,140,66817,45-54,M,Group C
10810,Nov,19,NSW,Strawberry,71,3000,55-64,F,Group A
10811,Nov,19,NSW,Strawberry,168,9837,55-64,M,Group A
10812,Nov,19,NSW,Strawberry,85,7027,55-64,M,Group B
10813,Nov,19,NSW,Strawberry,85,173006,55-64,M,Group E
10814,Nov,19,NSW,Strawberry,504,30239,65+,F,Group A
10815,Nov,19,NSW,Strawberry,360,30599,65+,F,Group B
10816,Nov,19,NSW,Strawberry,215,176998,65+,F,Group C
10817,Nov,19,NSW,Strawberry,144,404396,65+,F,Group D
10818,Nov,19,NSW,Strawberry,144,2546738,65+,F,Group E
10819,Nov,19,NSW,Strawberry,843,80250,65+,M,Group A
10820,Nov,19,NSW,Strawberry,507,184249,65+,M,Group B
10821,Nov,19,NSW,Strawberry,168,98659,65+,M,Group C
10822,Nov,19,NSW,Strawberry,253,170757,65+,M,Group D
10823,Nov,19,NSW,Strawberry,421,4074008,65+,M,Group E
10824,Nov,19,NSW,Melon,13239,1567116,18-24,F,Group A
10825,Nov,19,NSW,Melon,923,689634,18-24,F,Group B
10826,Nov,19,NSW,Melon,727,914521,18-24,F,Group C
10827,Nov,19,NSW,Melon,279,893062,18-24,F,Group D
10828,Nov,19,NSW,Melon,225,3271327,18-24,F,Group E
10829,Nov,19,NSW,Melon,11899,1634856,18-24,M,Group A
10830,Nov,19,NSW,Melon,1768,1446980,18-24,M,Group B
10831,Nov,19,NSW,Melon,1179,1922791,18-24,M,Group C
10832,Nov,19,NSW,Melon,1011,3344396,18-24,M,Group D
10833,Nov,19,NSW,Melon,357,9766664,18-24,M,Group E
10834,Nov,19,NSW,Melon,23007,2618779,25-34,F,Group A
10835,Nov,19,NSW,Melon,1932,1537682,25-34,F,Group B
10836,Nov,19,NSW,Melon,616,970310,25-34,F,Group C
10837,Nov,19,NSW,Melon,393,1201354,25-34,F,Group D
10838,Nov,19,NSW,Melon,447,4374629,25-34,F,Group E
10839,Nov,19,NSW,Melon,41800,6232358,25-34,M,Group A
10840,Nov,19,NSW,Melon,6380,5181516,25-34,M,Group B
10841,Nov,19,NSW,Melon,3411,5779184,25-34,M,Group C
10842,Nov,19,NSW,Melon,2486,8337828,25-34,M,Group D
10843,Nov,19,NSW,Melon,1600,15396758,25-34,M,Group E
10844,Nov,19,NSW,Melon,7173,754458,35-44,F,Group A
10845,Nov,19,NSW,Melon,405,284374,35-44,F,Group B
10846,Nov,19,NSW,Melon,303,783755,35-44,F,Group C
10847,Nov,19,NSW,Melon,303,1188175,35-44,F,Group D
10848,Nov,19,NSW,Melon,9283,1338312,35-44,M,Group A
10849,Nov,19,NSW,Melon,985,818554,35-44,M,Group B
10850,Nov,19,NSW,Melon,843,1484604,35-44,M,Group C
10851,Nov,19,NSW,Melon,140,241241,35-44,M,Group D
10852,Nov,19,NSW,Melon,492,4889169,35-44,M,Group E
10853,Nov,19,NSW,Melon,7173,1063751,45-54,F,Group A
10854,Nov,19,NSW,Melon,606,426982,45-54,F,Group B
10855,Nov,19,NSW,Melon,303,607136,45-54,F,Group C
10856,Nov,19,NSW,Melon,201,637612,45-54,F,Group D
10857,Nov,19,NSW,Melon,303,2938532,45-54,F,Group E
10858,Nov,19,NSW,Melon,12801,2015379,45-54,M,Group A
10859,Nov,19,NSW,Melon,1759,1469130,45-54,M,Group B
10860,Nov,19,NSW,Melon,421,708718,45-54,M,Group C
10861,Nov,19,NSW,Melon,282,464899,45-54,M,Group D
10862,Nov,19,NSW,Melon,421,15896215,45-54,M,Group E
10863,Nov,19,NSW,Melon,1295,190919,55-64,F,Group A
10864,Nov,19,NSW,Melon,215,135598,55-64,F,Group B
10865,Nov,19,NSW,Melon,6745,1176331,55-64,M,Group A
10866,Nov,19,NSW,Melon,843,715494,55-64,M,Group B
10867,Nov,19,NSW,Melon,421,731377,55-64,M,Group C
10868,Nov,19,NSW,Melon,253,1168179,55-64,M,Group D
10869,Nov,19,NSW,Melon,253,3668967,55-64,M,Group E
10870,Nov,19,NSW,Melon,35855,4257926,65+,F,Group A
10871,Nov,19,NSW,Melon,3168,2416779,65+,F,Group B
10872,Nov,19,NSW,Melon,1439,2470539,65+,F,Group C
10873,Nov,19,NSW,Melon,1080,3069575,65+,F,Group D
10874,Nov,19,NSW,Melon,504,2948255,65+,F,Group E
10875,Nov,19,NSW,Melon,35670,5130597,65+,M,Group A
10876,Nov,19,NSW,Melon,5059,3769596,65+,M,Group B
10877,Nov,19,NSW,Melon,3456,5413787,65+,M,Group C
10878,Nov,19,NSW,Melon,1939,4790065,65+,M,Group D
10879,Nov,19,NSW,Melon,1686,13587380,65+,M,Group E
10880,Nov,19,NSW,Blueberry,5317,541576,18-24,F,Group A
10881,Nov,19,NSW,Blueberry,701,507710,18-24,F,Group B
10882,Nov,19,NSW,Blueberry,476,456258,18-24,F,Group C
10883,Nov,19,NSW,Blueberry,111,319114,18-24,F,Group D
10884,Nov,19,NSW,Blueberry,251,1732341,18-24,F,Group E
10885,Nov,19,NSW,Blueberry,3937,628694,18-24,M,Group A
10886,Nov,19,NSW,Blueberry,1032,780208,18-24,M,Group B
10887,Nov,19,NSW,Blueberry,736,971276,18-24,M,Group C
10888,Nov,19,NSW,Blueberry,379,960712,18-24,M,Group D
10889,Nov,19,NSW,Blueberry,357,3091875,18-24,M,Group E
10890,Nov,19,NSW,Blueberry,12370,1399932,25-34,F,Group A
10891,Nov,19,NSW,Blueberry,1259,975301,25-34,F,Group B
10892,Nov,19,NSW,Blueberry,644,1072608,25-34,F,Group C
10893,Nov,19,NSW,Blueberry,393,1163662,25-34,F,Group D
10894,Nov,19,NSW,Blueberry,225,1620060,25-34,F,Group E
10895,Nov,19,NSW,Blueberry,17815,2776738,25-34,M,Group A
10896,Nov,19,NSW,Blueberry,4569,3407046,25-34,M,Group B
10897,Nov,19,NSW,Blueberry,2422,3775881,25-34,M,Group C
10898,Nov,19,NSW,Blueberry,1579,3791182,25-34,M,Group D
10899,Nov,19,NSW,Blueberry,990,9537270,25-34,M,Group E
10900,Nov,19,NSW,Blueberry,5859,647714,35-44,F,Group A
10901,Nov,19,NSW,Blueberry,405,258782,35-44,F,Group B
10902,Nov,19,NSW,Blueberry,102,28286,35-44,F,Group C
10903,Nov,19,NSW,Blueberry,102,112975,35-44,F,Group D
10904,Nov,19,NSW,Blueberry,6399,1251215,35-44,M,Group A
10905,Nov,19,NSW,Blueberry,914,640846,35-44,M,Group B
10906,Nov,19,NSW,Blueberry,774,1220855,35-44,M,Group C
10907,Nov,19,NSW,Blueberry,632,2420730,35-44,M,Group D
10908,Nov,19,NSW,Blueberry,632,6924475,35-44,M,Group E
10909,Nov,19,NSW,Blueberry,5758,861204,45-54,F,Group A
10910,Nov,19,NSW,Blueberry,303,331853,45-54,F,Group B
10911,Nov,19,NSW,Blueberry,303,604948,45-54,F,Group C
10912,Nov,19,NSW,Blueberry,201,589794,45-54,F,Group D
10913,Nov,19,NSW,Blueberry,7808,1264227,45-54,M,Group A
10914,Nov,19,NSW,Blueberry,2180,1586937,45-54,M,Group B
10915,Nov,19,NSW,Blueberry,774,1397039,45-54,M,Group C
10916,Nov,19,NSW,Blueberry,492,1027910,45-54,M,Group D
10917,Nov,19,NSW,Blueberry,71,510027,45-54,M,Group E
10918,Nov,19,NSW,Blueberry,575,76800,55-64,F,Group A
10919,Nov,19,NSW,Blueberry,289,257399,55-64,F,Group B
10920,Nov,19,NSW,Blueberry,3963,646348,55-64,M,Group A
10921,Nov,19,NSW,Blueberry,760,449309,55-64,M,Group B
10922,Nov,19,NSW,Blueberry,168,258597,55-64,M,Group C
10923,Nov,19,NSW,Blueberry,85,282347,55-64,M,Group D
10924,Nov,19,NSW,Blueberry,85,683311,55-64,M,Group E
10925,Nov,19,NSW,Blueberry,23040,2962536,65+,F,Group A
10926,Nov,19,NSW,Blueberry,2737,1871864,65+,F,Group B
10927,Nov,19,NSW,Blueberry,1513,1942663,65+,F,Group C
10928,Nov,19,NSW,Blueberry,504,862193,65+,F,Group D
10929,Nov,19,NSW,Blueberry,431,4341563,65+,F,Group E
10930,Nov,19,NSW,Blueberry,18383,2639083,65+,M,Group A
10931,Nov,19,NSW,Blueberry,5398,4043931,65+,M,Group B
10932,Nov,19,NSW,Blueberry,2699,3980126,65+,M,Group C
10933,Nov,19,NSW,Blueberry,1096,3792925,65+,M,Group D
10934,Nov,19,NSW,Blueberry,1435,9806402,65+,M,Group E
10935,Nov,19,NSW,Grapefruit,365,69925,18-24,F,Group A
10936,Nov,19,NSW,Grapefruit,57,38159,18-24,F,Group B
10937,Nov,19,NSW,Grapefruit,28,1634,18-24,F,Group C
10938,Nov,19,NSW,Grapefruit,28,933,18-24,F,Group E
10939,Nov,19,NSW,Grapefruit,443,69106,18-24,M,Group A
10940,Nov,19,NSW,Grapefruit,85,45872,18-24,M,Group B
10941,Nov,19,NSW,Grapefruit,43,34641,18-24,M,Group C
10942,Nov,19,NSW,Grapefruit,21,29307,18-24,M,Group D
10943,Nov,19,NSW,Grapefruit,21,7195,18-24,M,Group E
10944,Nov,19,NSW,Grapefruit,419,41468,25-34,F,Group A
10945,Nov,19,NSW,Grapefruit,28,26729,25-34,F,Group D
10946,Nov,19,NSW,Grapefruit,526,75740,25-34,M,Group A
10947,Nov,19,NSW,Grapefruit,85,50048,25-34,M,Group B
10948,Nov,19,NSW,Grapefruit,104,150461,25-34,M,Group C
10949,Nov,19,NSW,Grapefruit,43,13689,25-34,M,Group D
10950,Nov,19,NSW,Grapefruit,102,18521,35-44,F,Group A
10951,Nov,19,NSW,Grapefruit,102,73578,35-44,F,Group B
10952,Nov,19,NSW,Grapefruit,102,27780,35-44,F,Group D
10953,Nov,19,NSW,Grapefruit,140,15005,35-44,M,Group A
10954,Nov,19,NSW,Grapefruit,71,9377,35-44,M,Group C
10955,Nov,19,NSW,Grapefruit,102,5052,45-54,F,Group A
10956,Nov,19,NSW,Grapefruit,140,28720,45-54,M,Group A
10957,Nov,19,NSW,Grapefruit,71,1172,45-54,M,Group B
10958,Nov,19,NSW,Grapefruit,1439,174119,65+,F,Group A
10959,Nov,19,NSW,Grapefruit,144,171598,65+,F,Group B
10960,Nov,19,NSW,Grapefruit,289,368397,65+,F,Group C
10961,Nov,19,NSW,Grapefruit,71,245519,65+,F,Group E
10962,Nov,19,NSW,Grapefruit,1771,162746,65+,M,Group A
10963,Nov,19,NSW,Grapefruit,168,80529,65+,M,Group B
10964,Nov,19,NSW,Grapefruit,253,196196,65+,M,Group C
10965,Nov,19,NSW,Grapefruit,85,14756,65+,M,Group D
10966,Nov,19,NSW,Grapefruit,336,1241540,65+,M,Group E
10967,Dec,19,SA,Apple,305,49885,18-24,F,Group A
10968,Dec,19,SA,Apple,62,46464,18-24,F,Group B
10969,Dec,19,SA,Apple,31,12510,18-24,F,Group D
10970,Dec,19,SA,Apple,346,66876,18-24,M,Group A
10971,Dec,19,SA,Apple,92,83469,18-24,M,Group B
10972,Dec,19,SA,Apple,45,74904,18-24,M,Group C
10973,Dec,19,SA,Apple,24,82203,18-24,M,Group D
10974,Dec,19,SA,Apple,45,215952,18-24,M,Group E
10975,Dec,19,SA,Apple,185,24764,25-34,F,Group A
10976,Dec,19,SA,Apple,62,13530,25-34,F,Group B
10977,Dec,19,SA,Apple,92,137194,25-34,F,Group C
10978,Dec,19,SA,Apple,31,161600,25-34,F,Group D
10979,Dec,19,SA,Apple,575,115236,25-34,M,Group A
10980,Dec,19,SA,Apple,137,85467,25-34,M,Group B
10981,Dec,19,SA,Apple,185,387462,25-34,M,Group C
10982,Dec,19,SA,Apple,116,252482,25-34,M,Group D
10983,Dec,19,SA,Apple,69,121614,25-34,M,Group E
10984,Dec,19,SA,Apple,379,46790,35-44,M,Group A
10985,Dec,19,SA,Apple,251,199238,35-44,M,Group B
10986,Dec,19,SA,Apple,125,155073,35-44,M,Group C
10987,Dec,19,SA,Apple,31,473098,35-44,M,Group E
10988,Dec,19,SA,Apple,125,26134,45-54,F,Group A
10989,Dec,19,SA,Apple,168,121398,45-54,F,Group B
10990,Dec,19,SA,Apple,43,38329,45-54,F,Group D
10991,Dec,19,SA,Apple,43,848462,45-54,F,Group E
10992,Dec,19,SA,Apple,159,18381,45-54,M,Group A
10993,Dec,19,SA,Apple,31,185426,45-54,M,Group D
10994,Dec,19,SA,Apple,31,44951,45-54,M,Group E
10995,Dec,19,SA,Apple,62,3125,55-64,F,Group A
10996,Dec,19,SA,Apple,215,32283,55-64,M,Group A
10997,Dec,19,SA,Apple,54,31565,55-64,M,Group B
10998,Dec,19,SA,Apple,313,39075,65+,F,Group A
10999,Dec,19,SA,Apple,125,42929,65+,F,Group B
11000,Dec,19,SA,Apple,62,268829,65+,F,Group D
11001,Dec,19,SA,Apple,62,52202,65+,F,Group E
11002,Dec,19,SA,Apple,215,29593,65+,M,Group A
11003,Dec,19,SA,Apple,161,51293,65+,M,Group B
11004,Dec,19,SA,Apple,54,44837,65+,M,Group D
11005,Dec,19,SA,Orange,185,17922,18-24,F,Group A
11006,Dec,19,SA,Orange,62,16849,18-24,F,Group B
11007,Dec,19,SA,Orange,92,112227,18-24,F,Group C
11008,Dec,19,SA,Orange,92,107222,18-24,F,Group D
11009,Dec,19,SA,Orange,438,74326,18-24,M,Group A
11010,Dec,19,SA,Orange,137,122305,18-24,M,Group B
11011,Dec,19,SA,Orange,116,166631,18-24,M,Group C
11012,Dec,19,SA,Orange,24,81088,18-24,M,Group D
11013,Dec,19,SA,Orange,123,6383,25-34,F,Group A
11014,Dec,19,SA,Orange,62,10722,25-34,F,Group C
11015,Dec,19,SA,Orange,31,18994,25-34,F,Group D
11016,Dec,19,SA,Orange,739,119578,25-34,M,Group A
11017,Dec,19,SA,Orange,230,130563,25-34,M,Group B
11018,Dec,19,SA,Orange,208,187337,25-34,M,Group C
11019,Dec,19,SA,Orange,92,128335,25-34,M,Group D
11020,Dec,19,SA,Orange,24,424837,25-34,M,Group E
11021,Dec,19,SA,Orange,125,40907,35-44,F,Group A
11022,Dec,19,SA,Orange,788,126978,35-44,M,Group A
11023,Dec,19,SA,Orange,315,175397,35-44,M,Group B
11024,Dec,19,SA,Orange,31,82184,35-44,M,Group C
11025,Dec,19,SA,Orange,64,261099,35-44,M,Group D
11026,Dec,19,SA,Orange,31,467110,35-44,M,Group E
11027,Dec,19,SA,Orange,251,22162,45-54,F,Group A
11028,Dec,19,SA,Orange,83,71083,45-54,F,Group B
11029,Dec,19,SA,Orange,43,222725,45-54,F,Group D
11030,Dec,19,SA,Orange,159,19640,45-54,M,Group A
11031,Dec,19,SA,Orange,159,105816,45-54,M,Group B
11032,Dec,19,SA,Orange,592,69497,55-64,M,Group A
11033,Dec,19,SA,Orange,54,6816,55-64,M,Group B
11034,Dec,19,SA,Orange,54,92184,55-64,M,Group C
11035,Dec,19,SA,Orange,438,79293,65+,F,Group A
11036,Dec,19,SA,Orange,62,72939,65+,F,Group B
11037,Dec,19,SA,Orange,187,337703,65+,F,Group C
11038,Dec,19,SA,Orange,125,122433,65+,F,Group E
11039,Dec,19,SA,Orange,646,57032,65+,M,Group A
11040,Dec,19,SA,Orange,54,28158,65+,M,Group B
11041,Dec,19,SA,Orange,54,8968,65+,M,Group C
11042,Dec,19,SA,Orange,54,64205,65+,M,Group E
11043,Dec,19,SA,Pear,185,19759,18-24,F,Group A
11044,Dec,19,SA,Pear,123,78221,18-24,F,Group B
11045,Dec,19,SA,Pear,92,159405,18-24,F,Group C
11046,Dec,19,SA,Pear,31,56625,18-24,F,Group E
11047,Dec,19,SA,Pear,346,54506,18-24,M,Group A
11048,Dec,19,SA,Pear,69,30767,18-24,M,Group B
11049,Dec,19,SA,Pear,116,190831,18-24,M,Group C
11050,Dec,19,SA,Pear,45,111010,18-24,M,Group D
11051,Dec,19,SA,Pear,69,156375,18-24,M,Group E
11052,Dec,19,SA,Pear,336,42583,25-34,F,Group A
11053,Dec,19,SA,Pear,31,3063,25-34,F,Group C
11054,Dec,19,SA,Pear,760,104559,25-34,M,Group A
11055,Dec,19,SA,Pear,208,129296,25-34,M,Group B
11056,Dec,19,SA,Pear,185,255287,25-34,M,Group C
11057,Dec,19,SA,Pear,277,624925,25-34,M,Group D
11058,Dec,19,SA,Pear,69,70141,25-34,M,Group E
11059,Dec,19,SA,Pear,125,23345,35-44,F,Group A
